id,examTag,Teacher,QuestionID,Question,QuestionType,ShowAns,QuestionSolution,FullTagWeights,MaxGrade,Class
2692,Exam2,Jennifer Lin___Status:True,12,"12.Implement max(double x, double y, double z):double using math functionality in the Java library.  The method returns the largest of the 3 parameters passed to it (method body can be written in 1 line of code!): ",1,TRUE,"public double max(double x, double y, double z)
{
return Math.max(Math.max(x,y), z);
}
","[{""TagWeight"": ""2"", ""TagName"": ""Method problem""}, {""TagWeight"": ""2"", ""TagName"": ""static usage""}, {""TagWeight"": ""2"", ""TagName"": ""variables""}]",6,Programming Language II_649
2693,Exam2,Jennifer Lin___Status:True,13,"13.Evaluate the following expressions (be sure to indicate the correct type for your answer, eg. (type ) answer )",1,TRUE,"12 % 4 = 0
12 / 4 = 3
12 / 4.0 = 3.0
","[{""TagWeight"": ""2"", ""TagName"": ""Method problem""}, {""TagWeight"": ""2"", ""TagName"": ""Arithmatics""}]",3,Programming Language II_649
2694,Exam2,Jennifer Lin___Status:True,14,"14.What is the output of the following code?
int x = 1 ;
x++ ;
x = x + 1 ;
x-- ;
System.out.println(x) ;
",1,TRUE,2,"[{""TagWeight"": ""2"", ""TagName"": ""Method problem""}, {""TagWeight"": ""2"", ""TagName"": ""Arithmatics""}]",3,Programming Language II_649
2695,Exam2,Jennifer Lin___Status:True,15,"15.What is the output of the following println statements?
int num1 = 8 ;
String num2 = “8” ;System.out.println(num1+num2) ;
System.out.println(num1+num1) ;
",1,TRUE,"88, 16","[{""TagWeight"": ""2"", ""TagName"": ""Method problem""}, {""TagWeight"": ""2"", ""TagName"": ""Arithmatics""}]",3,Programming Language II_649
2696,Exam2,Jennifer Lin___Status:True,16,"16.What is the final value of the variable result? public class Tester {
public static void main(String[] args) {
int result = (int)Math.PI + 11;
}
}
",1,TRUE,14,"[{""TagWeight"": ""2"", ""TagName"": ""Method problem""}, {""TagWeight"": ""2"", ""TagName"": ""Arithmatics""}]",3,Programming Language II_649
2697,Exam2,Jennifer Lin___Status:True,17,"17.In JAVA, a constant is declared with the keyword:
a. const
b. static
c. final
d. constant
",1,TRUE,c,"[{""TagWeight"": ""2"", ""TagName"": ""Method problem""}, {""TagWeight"": ""2"", ""TagName"": ""Arithmatics""}]",3,Programming Language II_649
2698,Exam2,Jennifer Lin___Status:True,18,"18.What is displayed to the console by the following code? double aDouble = 10.0 / 8;
int anInt = Math.round(aDouble);
System.out.println(anInt);
a. 2
b. 1.0
c. 1
d. Compiler error
",1,TRUE,d,"[{""TagWeight"": ""2"", ""TagName"": ""Method problem""}, {""TagWeight"": ""2"", ""TagName"": ""Arithmatics""}]",3,Programming Language II_649
2699,Exam2,Jennifer Lin___Status:True,19,"19.Which of the following converts a decimal number to an integer number,a. int decimal = 4.35 ;
float integer = (int) decimal ;
b. double decimal = 4.35 ;
integer int = (integer) decimal ;
c. double decimal = 4.35 ;
short integer = (short) decimal ;
d. double decimal = 4.35 ;
int integer = decimal ;
",1,TRUE,c,"[{""TagWeight"": ""2"", ""TagName"": ""Method problem""}, {""TagWeight"": ""2"", ""TagName"": ""Arithmatics""}]",3,Programming Language II_649
2700,Exam2,Jennifer Lin___Status:True,20,"20.What is the final value of sum displayed to the console:
for(int i = 0; i < 5; i++)
{
int sum = 0;
sum = sum + i;
System.out.println(sum);
}
a. 5
b. 10
c. 15
d. Compiler error
e. None of the above
",1,TRUE,e,"[{""TagWeight"": ""2"", ""TagName"": ""Method problem""}, {""TagWeight"": ""2"", ""TagName"": ""Arithmatics""}]",3,Programming Language II_649
2701,Exam2,Jennifer Lin___Status:True,21,"21.What is the output of the following code:
int x = 1;
int y = 2;
if(x != y)
System.out.println(“x != y”);
if(x = y)
System.out.println(“x = y”);
a. x = y
b. x != y
c. x != y
x = y
d. Compiler error
",1,TRUE,d,"[{""TagWeight"": ""2"", ""TagName"": ""Method problem""}, {""TagWeight"": ""2"", ""TagName"": ""Arithmatics""}]",3,Programming Language II_649
2702,Exam2,Jennifer Lin___Status:True,22,"22.What is displayed to the console by the following code:
Double d = 4.5;
Integer i = 2;
double sum  = d + i;
System.out.println(sum);
a. 6
b. 6.5
c. Compiler error
d. Runtime error
",1,TRUE,b,"[{""TagWeight"": ""2"", ""TagName"": ""Method problem""}, {""TagWeight"": ""2"", ""TagName"": ""Arithmatics""}]",3,Programming Language II_649
2703,Exam2,Jennifer Lin___Status:True,23,"23.What is the final value of result ?
public class Tester {
public static void main(String[] args) {
int i = 2 * 2;
int result = 0;
if ( i > 5 ) {
if ( i % 2 > 0 )
result++;
else
result--;
} else if ( i > 2 ) {
result = i % 2;
} else {
result = 100;
}
}
}
",1,TRUE,0,"[{""TagWeight"": ""2"", ""TagName"": ""Method problem""}, {""TagWeight"": ""2"", ""TagName"": ""Arithmatics""}]",3,Programming Language II_649
2704,disable2017-05-23 23:44:58.410000test2,Jennifer Lin___Status:True,1,1.Write the Java code that calculates the value of S (a decimal number) in the following equation. Use math methods in the Java library.  Variable names must be descriptive. S = (   ( ∑ Ai2  -  ( (∑ Ai)2  / x )  )  /  ( x – 1)   )1/2,1,TRUE,"Math.sqrt( (sumOfASquared – (Math.pow(sumOfA, 2) / x) ) / (x – 1) )","[{""TagWeight"": ""2"", ""TagName"": ""Method problem""}, {""TagWeight"": ""2"", ""TagName"": ""Arithmatics""}]",6,Programming Language II_649
2705,disable2017-05-23 23:51:58.717000test3,Jennifer Lin___Status:True,1,1.Write the Java code that calculates the value of S (a decimal number) in the following equation. Use math methods in the Java library.  Variable names must be descriptive. S = (   ( ∑ Ai2  -  ( (∑ Ai)2  / x )  )  /  ( x – 1)   )1/2,1,TRUE,"Math.sqrt( (sumOfASquared – (Math.pow(sumOfA, 2) / x) ) / (x – 1) )","[{""TagWeight"": ""2"", ""TagName"": ""Method problem""}, {""TagWeight"": ""2"", ""TagName"": ""Arithmatics""}]",6,Programming Language II_649
2706,disable2017-05-23 23:51:58.717000test3,Jennifer Lin___Status:True,2,2.Write the Java code that calculates the value of S (a decimal number) in the following equation. Use math methods in the Java library.  Variable names must be descriptive. S = (   ( ∑ Ai2  -  ( (∑ Ai)2  / x )  )  /  ( x – 1)   )1/2,1,TRUE,"Math.sqrt( (sumOfASquared – (Math.pow(sumOfA, 2) / x) ) / (x – 1) )","[{""TagWeight"": ""1"", ""TagName"": ""Method problem""}, {""TagWeight"": ""3"", ""TagName"": ""Arithmatics""}]",6,Programming Language II_649
2707,disable2017-05-23 23:51:58.717000test3,Jennifer Lin___Status:True,3,3.Write the Java code that calculates the value of S (a decimal number) in the following equation. Use math methods in the Java library.  Variable names must be descriptive. S = (   ( ∑ Ai2  -  ( (∑ Ai)2  / x )  )  /  ( x – 1)   )1/2,1,TRUE,"Math.sqrt( (sumOfASquared – (Math.pow(sumOfA, 2) / x) ) / (x – 1) )","[{""TagWeight"": ""0"", ""TagName"": ""Method problem""}, {""TagWeight"": ""2"", ""TagName"": ""Arithmatics""}]",6,Programming Language II_649
2708,disable2017-05-23 23:51:58.717000test3,Jennifer Lin___Status:True,4,4.Write the Java code that calculates the value of S (a decimal number) in the following equation. Use math methods in the Java library.  Variable names must be descriptive. S = (   ( ∑ Ai2  -  ( (∑ Ai)2  / x )  )  /  ( x – 1)   )1/2,1,TRUE,"Math.sqrt( (sumOfASquared – (Math.pow(sumOfA, 2) / x) ) / (x – 1) )","[{""TagWeight"": ""0"", ""TagName"": ""Method problem""}, {""TagWeight"": ""3"", ""TagName"": ""Arithmatics""}]",6,Programming Language II_649
2709,disable2017-05-30 22:45:03.480000testt,Jennifer Lin___Status:True,1,1.Write the Java code that calculates the value of S (a decimal number) in the following equation. Use math methods in the Java library.  Variable names must be descriptive. S = (   ( ∑ Ai2  -  ( (∑ Ai)2  / x )  )  /  ( x – 1)   )1/2,1,TRUE,"Math.sqrt( (sumOfASquared – (Math.pow(sumOfA, 2) / x) ) / (x – 1) )","[{""TagWeight"": ""2"", ""TagName"": ""Method problem""}, {""TagWeight"": ""2"", ""TagName"": ""Arithmatics""}]",6,Programming Language II_649
2710,disable2017-05-30 22:45:03.480000testt,Jennifer Lin___Status:True,2,2.Write the Java code that calculates the value of S (a decimal number) in the following equation. Use math methods in the Java library.  Variable names must be descriptive. S = (   ( ∑ Ai2  -  ( (∑ Ai)2  / x )  )  /  ( x – 1)   )1/2,1,TRUE,"Math.sqrt( (sumOfASquared – (Math.pow(sumOfA, 2) / x) ) / (x – 1) )","[{""TagWeight"": ""1"", ""TagName"": ""Method problem""}, {""TagWeight"": ""3"", ""TagName"": ""Arithmatics""}]",6,Programming Language II_649
2711,disable2017-05-30 22:45:03.480000testt,Jennifer Lin___Status:True,3,3.Write the Java code that calculates the value of S (a decimal number) in the following equation. Use math methods in the Java library.  Variable names must be descriptive. S = (   ( ∑ Ai2  -  ( (∑ Ai)2  / x )  )  /  ( x – 1)   )1/2,1,TRUE,"Math.sqrt( (sumOfASquared – (Math.pow(sumOfA, 2) / x) ) / (x – 1) )","[{""TagWeight"": ""0"", ""TagName"": ""Method problem""}, {""TagWeight"": ""2"", ""TagName"": ""Arithmatics""}]",6,Programming Language II_649
2712,disable2017-05-30 22:45:03.480000testt,Jennifer Lin___Status:True,4,4.Write the Java code that calculates the value of S (a decimal number) in the following equation. Use math methods in the Java library.  Variable names must be descriptive. S = (   ( ∑ Ai2  -  ( (∑ Ai)2  / x )  )  /  ( x – 1)   )1/2,1,TRUE,"Math.sqrt( (sumOfASquared – (Math.pow(sumOfA, 2) / x) ) / (x – 1) )","[{""TagWeight"": ""0"", ""TagName"": ""Method problem""}, {""TagWeight"": ""3"", ""TagName"": ""Arithmatics""}]",6,Programming Language II_649
2713,disable2017-05-31 01:13:10.492000test for multiple test,Jennifer Lin___Status:True,1,"1.Write the Java code that calculates the value of S (a decimal number) in the following equation. Use math methods in the Java library.  Variable names must be descriptive. S = (   ( ∑ Ai2  -  ( (∑ Ai)2  / x )  )  /  ( x – 1)   )1/2 /n2.Please convert the following JAVA expression to Math expression. y  =  ( - b  + Math.sqrt( b * b – 4  * a * c) ) / ( 2 * a )/n 3.In assignment #2, the public interface of the Easter class contains a class method called calculateEaster(aYear):String.  Write the code in the EasterTester class that calls this method for the year 2000 and displays the result to the console",1,TRUE,"Math.sqrt( (sumOfASquared – (Math.pow(sumOfA, 2) / x) ) / (x – 1) )
(-b + (b^2 - 4*a*c)^(1/2)) / 2*a
System.out.println(Easter.calculateEaster(2000));","[{""TagWeight"": ""2"", ""TagName"": ""Method problem""}, {""TagWeight"": ""2"", ""TagName"": ""Arithmatics""}]",6,Programming Language II_649
2714,disable2017-05-31 01:13:10.492000test for multiple test,Jennifer Lin___Status:True,2,"4.Given these variables, int day = 22 ; String month = “May” ; int year = 2015 ; Use string concatenation to write a single Java statement that displays the following to the console:   Hugh was born on May 22, 2015 /n5.Write the method (hint : isValidGrade)  in assignment #3 that determines whether a grade is within a valid grade range.  Your code may assume that appropriate constants for the max and min grades have been declared in the class: 6.Add Javadoc annotations to the method written in #2.  Simply rewrite it as an empty method and add the annotations here.",1,TRUE,"System.out.println(“Your birthday is ”+month+” “+day+”, ”+year);/n public boolean isValidGrade(double aGrade){ return (aGrade >= MIN_GRADE && aGrade <= MAX_GRADE);}/n /** Determines whether a grade is within acceptable range
@param aGrade grade entered by user
@return grade is valid when MIN_GRADE <= aGrade <= MAX_GRADE
*/","[{""TagWeight"": ""2"", ""TagName"": ""Method problem""}, {""TagWeight"": ""2"", ""TagName"": ""Arithmatics""}]",6,Programming Language II_649
2715,disable2017-05-31 01:13:10.492000test for multiple test,Jennifer Lin___Status:True,3,"7.Using the following grading scale and the method written in #2 to ensure only valid grades are counted, write the decision logic that correctly counts the number of valid letter grades in each grade category.  You do NOT need to write an entire method, only the logic: A_MIN <=  A  <= MAX_GRADE B_MIN <=  B  < A_MIN C_MIN <=  C  < B_MIN MIN_GRADE <=  F  < C_MIN /n 8.Given the following code, write a while loop that prompts a user to input a number from 0 to 100 and displays the number to the console.  The loop continues until the user enters a 'q' or 'Q'.  Must use the method of the String class that determines String equality regardless of case! String msg = “Please enter a number from 0 to 100 or Q to quit”;
JoptionPane.showInputDialog(msg): String
Double.parseDouble(input): double
",1,TRUE,"if(isValidGrade(aGrade)){
if(aGrade >= A_MIN)
numA++;
else if(aGrade >= B_MIN)
numB++;
else if(aGrade >= C_MIN)
numC++;
else
numF++;
}
String input = “”;
while(!input.equalsIgnoreCase(“Q”))
{
input  = JoptionPane.showInputDialog(msg);
if(!input.equalsIgnoreCase(“Q”))
{
double aNumber = Double.parseDouble(input);
System.out.println(aNumber);
}
}
","[{""TagWeight"": ""2"", ""TagName"": ""Method problem""}, {""TagWeight"": ""2"", ""TagName"": ""Arithmatics""}]",6,Programming Language II_649
2716,disable2017-05-31 21:54:55.642000twsrrr,Jennifer Lin___Status:True,1,"1.Write the Java code that calculates the value of S (a decimal number) in the following equation. Use math methods in the Java library.  Variable names must be descriptive. S = (   ( ∑ Ai2  -  ( (∑ Ai)2  / x )  )  /  ( x – 1)   )1/2 /n2.Please convert the following JAVA expression to Math expression. y  =  ( - b  + Math.sqrt( b * b – 4  * a * c) ) / ( 2 * a )/n 3.In assignment #2, the public interface of the Easter class contains a class method called calculateEaster(aYear):String.  Write the code in the EasterTester class that calls this method for the year 2000 and displays the result to the console",1,TRUE,"Math.sqrt( (sumOfASquared – (Math.pow(sumOfA, 2) / x) ) / (x – 1) )
(-b + (b^2 - 4*a*c)^(1/2)) / 2*a
System.out.println(Easter.calculateEaster(2000));","[{""TagWeight"": ""2"", ""TagName"": ""Method problem""}, {""TagWeight"": ""2"", ""TagName"": ""Arithmatics""}]",6,Programming Language II_649
2717,disable2017-05-31 21:54:55.642000twsrrr,Jennifer Lin___Status:True,2,"4.Given these variables, int day = 22 ; String month = “May” ; int year = 2015 ; Use string concatenation to write a single Java statement that displays the following to the console:   Hugh was born on May 22, 2015 /n5.Write the method (hint : isValidGrade)  in assignment #3 that determines whether a grade is within a valid grade range.  Your code may assume that appropriate constants for the max and min grades have been declared in the class: 6.Add Javadoc annotations to the method written in #2.  Simply rewrite it as an empty method and add the annotations here.",1,TRUE,"System.out.println(“Your birthday is ”+month+” “+day+”, ”+year);/n public boolean isValidGrade(double aGrade){ return (aGrade >= MIN_GRADE && aGrade <= MAX_GRADE);}/n /** Determines whether a grade is within acceptable range
@param aGrade grade entered by user
@return grade is valid when MIN_GRADE <= aGrade <= MAX_GRADE
*/","[{""TagWeight"": ""2"", ""TagName"": ""Method problem""}, {""TagWeight"": ""2"", ""TagName"": ""Arithmatics""}]",6,Programming Language II_649
2718,disable2017-05-31 21:54:55.642000twsrrr,Jennifer Lin___Status:True,3,"7.Using the following grading scale and the method written in #2 to ensure only valid grades are counted, write the decision logic that correctly counts the number of valid letter grades in each grade category.  You do NOT need to write an entire method, only the logic: A_MIN <=  A  <= MAX_GRADE B_MIN <=  B  < A_MIN C_MIN <=  C  < B_MIN MIN_GRADE <=  F  < C_MIN /n 8.Given the following code, write a while loop that prompts a user to input a number from 0 to 100 and displays the number to the console.  The loop continues until the user enters a 'q' or 'Q'.  Must use the method of the String class that determines String equality regardless of case! String msg = “Please enter a number from 0 to 100 or Q to quit”;
JoptionPane.showInputDialog(msg): String
Double.parseDouble(input): double
",1,TRUE,"if(isValidGrade(aGrade)){
if(aGrade >= A_MIN)
numA++;
else if(aGrade >= B_MIN)
numB++;
else if(aGrade >= C_MIN)
numC++;
else
numF++;
}
String input = “”;
while(!input.equalsIgnoreCase(“Q”))
{
input  = JoptionPane.showInputDialog(msg);
if(!input.equalsIgnoreCase(“Q”))
{
double aNumber = Double.parseDouble(input);
System.out.println(aNumber);
}
}
","[{""TagWeight"": ""2"", ""TagName"": ""Method problem""}, {""TagWeight"": ""2"", ""TagName"": ""Arithmatics""}]",6,Programming Language II_649
2719,disable2017-06-01 18:56:59.771000testwww,Jennifer Lin___Status:True,1,"1.Write the Java code that calculates the value of S (a decimal number) in the following equation. Use math methods in the Java library.  Variable names must be descriptive. S = (   ( ∑ Ai2  -  ( (∑ Ai)2  / x )  )  /  ( x – 1)   )1/2 /n2.Please convert the following JAVA expression to Math expression. y  =  ( - b  + Math.sqrt( b * b – 4  * a * c) ) / ( 2 * a )/n 3.In assignment #2, the public interface of the Easter class contains a class method called calculateEaster(aYear):String.  Write the code in the EasterTester class that calls this method for the year 2000 and displays the result to the console",1,TRUE,"1. Math.sqrt( (sumOfASquared – (Math.pow(sumOfA, 2) / x) ) / (x – 1) )
2. (-b + (b^2 - 4*a*c)^(1/2)) / 2*a
3. System.out.println(Easter.calculateEaster(2000));","[{""TagWeight"": ""2"", ""TagName"": ""Method problem""}, {""TagWeight"": ""2"", ""TagName"": ""Arithmatics""}]",6,Programming Language II_649
2720,disable2017-06-01 18:56:59.771000testwww,Jennifer Lin___Status:True,2,"4.Given these variables, int day = 22 ; String month = “May” ; int year = 2015 ; Use string concatenation to write a single Java statement that displays the following to the console:   Hugh was born on May 22, 2015 /n5.Write the method (hint : isValidGrade)  in assignment #3 that determines whether a grade is within a valid grade range.  Your code may assume that appropriate constants for the max and min grades have been declared in the class: 6.Add Javadoc annotations to the method written in #2.  Simply rewrite it as an empty method and add the annotations here.",1,TRUE,"4. System.out.println(“Your birthday is ”+month+” “+day+”, ”+year);/n 5. public boolean isValidGrade(double aGrade){ return (aGrade >= MIN_GRADE && aGrade <= MAX_GRADE);}/n 6. /** Determines whether a grade is within acceptable range
@param aGrade grade entered by user
@return grade is valid when MIN_GRADE <= aGrade <= MAX_GRADE
*/","[{""TagWeight"": ""2"", ""TagName"": ""Method problem""}, {""TagWeight"": ""2"", ""TagName"": ""Arithmatics""}]",6,Programming Language II_649
2721,disable2017-06-01 18:56:59.771000testwww,Jennifer Lin___Status:True,3,"7.Using the following grading scale and the method written in #2 to ensure only valid grades are counted, write the decision logic that correctly counts the number of valid letter grades in each grade category.  You do NOT need to write an entire method, only the logic: A_MIN <=  A  <= MAX_GRADE B_MIN <=  B  < A_MIN C_MIN <=  C  < B_MIN MIN_GRADE <=  F  < C_MIN /n 8.Given the following code, write a while loop that prompts a user to input a number from 0 to 100 and displays the number to the console.  The loop continues until the user enters a 'q' or 'Q'.  Must use the method of the String class that determines String equality regardless of case! String msg = “Please enter a number from 0 to 100 or Q to quit”;
JoptionPane.showInputDialog(msg): String
Double.parseDouble(input): double
",1,TRUE,"7. if(isValidGrade(aGrade)){
if(aGrade >= A_MIN)
numA++;
else if(aGrade >= B_MIN)
numB++;
else if(aGrade >= C_MIN)
numC++;
else
numF++;
}
String input = “”;
while(!input.equalsIgnoreCase(“Q”))
{
input  = JoptionPane.showInputDialog(msg);
if(!input.equalsIgnoreCase(“Q”))
{
double aNumber = Double.parseDouble(input);
System.out.println(aNumber);
}
}
","[{""TagWeight"": ""2"", ""TagName"": ""Method problem""}, {""TagWeight"": ""2"", ""TagName"": ""Arithmatics""}]",6,Programming Language II_649
2722,disable2017-06-01 18:56:59.771000testwww,Jennifer Lin___Status:True,4,"8.Given the following code, write a while loop that prompts a user to input a number from 0 to 100 and displays the number to the console.  The loop continues until the user enters a 'q' or 'Q'.  Must use the method of the String class that determines String equality regardless of case! String msg = “Please enter a number from 0 to 100 or Q to quit”;
JoptionPane.showInputDialog(msg): String
Double.parseDouble(input): double
",1,TRUE,"String input = “”;
while(!input.equalsIgnoreCase(“Q”))
{
input  = JoptionPane.showInputDialog(msg);
if(!input.equalsIgnoreCase(“Q”))
{
double aNumber = Double.parseDouble(input);
System.out.println(aNumber);
}
}
","[{""TagWeight"": ""2"", ""TagName"": ""Method problem""}, {""TagWeight"": ""2"", ""TagName"": ""Arithmatics""}]",6,Programming Language II_649
2723,disable2017-06-01 18:56:59.771000testwww,Jennifer Lin___Status:True,5,"9.Write the following for loop as a while loop:
for(int i = 0; i <= 10; i++)
{
System.out.println(i);
}
10.Write a for loop that calculates aNumber where aNumber is a positive integer.  You may assume  aNumber has been initialized. Display the final result to the console:",1,TRUE,"9. int i = 0;
while(i <= 10)
{
System.out.println(i);
i++;
}
10. int factorial = 1;
for(int i = 1; i <= aNumber; i++)
{
factorial = factorial * i;
}
System.out.println(factorial);
","[{""TagWeight"": ""2"", ""TagName"": ""Method problem""}, {""TagWeight"": ""2"", ""TagName"": ""Arithmatics""}]",6,Programming Language II_649
2724,disable2017-06-01 18:56:59.771000testwww,Jennifer Lin___Status:True,6,"11.Rewrite the following do loop into a while loop.int n = 1;
double x = 0;
double s;
do
{
s = 1.0 / (n * n);
x = x + s;
n++;
}while (s > 0.01);
12.Implement max(double x, double y, double z):double using math functionality in the Java library.  The method returns the largest of the 3 parameters passed to it (method body can be written in 1 line of code!): ",1,TRUE,"11. int n = 1;
double x = 0;
double s = 1.0 / (n * n);
x = x + s;
n++;
while (s > 0.01){
s = 1.0 / (n * n);
x = x + s;
n++;
}
12. public double max(double x, double y, double z)
{
return Math.max(Math.max(x,y), z);
}
","[{""TagWeight"": ""2"", ""TagName"": ""Method problem""}, {""TagWeight"": ""2"", ""TagName"": ""Arithmatics""}]",4,Programming Language II_649
